product_name,current_price,price,percent_discount,rating,link,brand_id,series,genre_name
Lenovo Ideapad 5 14IAL7 i5 1235U (82SD0060VN),13.990.000₫,18.990.000₫,-26%,16,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14ial7-i5-82sd0060vn,03,IdeaPad,laptop
Lenovo Ideapad 5 Pro 14IAP7 i5 1240P (82SH000SVN),19.990.000₫,24.990.000₫,-20%,19,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i5-82sh000svn,03,IdeaPad,laptop
Lenovo Ideapad 5 Pro 14IAP7 i7 1260P (82SH002SVN),25.990.000₫,27.990.000₫,,,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14iap7-i7-82sh002svn,03,IdeaPad,laptop
Lenovo Ideapad Slim 3 15IAH8 i5 12450H (83ER000FVN),16.490.000₫,,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er000fvn,03,IdeaPad,laptop
Lenovo Ideapad Slim 3 15IAH8 i5 12450H (83ER000EVN),15.490.000₫,,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er00evn,03,IdeaPad,laptop
Lenovo ThinkBook 15 G5 IRL i7 1355U (21JD002AVN),25.990.000₫,,,,https://www.thegioididong.com/laptop/lenovo-thinkbook-15-g5-irl-i7-121jd002avn,03,ThinkBook,laptop
Lenovo ThinkBook 14 G4 IAP i5 1240P (21DH00B5VN),19.190.000₫,23.690.000₫,-18%,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g4-iap-i5-21dh00b5vn,03,ThinkBook,laptop
Lenovo Ideapad Gaming 3 15IAH7 i5 12500H (82S9007TVN),18.990.000₫,26.990.000₫,-29%,38,https://www.thegioididong.com/laptop/lenovo-ideapad-gaming-3-15iah7-i5-82s9007tvn,03,IdeaPad Gaming,laptop
Lenovo Legion 5 15IAH7 i5 12500H (82RC003WVN),26.490.000₫,35.490.000₫,-25%,11,https://www.thegioididong.com/laptop/lenovo-legion-5-15iah7-i5-82rc003wvn,03,Gaming Legion,laptop
Lenovo Yoga Duet 7 13ITL6 i7 1165G7 (82MA009PVN),35.790.000₫,36.490.000₫,,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i7-82ma009pvn,03,Yoga,laptop
Lenovo Yoga Duet 7 13ITL6 i5 1135G7 (82MA009NVN),27.790.000₫,28.490.000₫,,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i5-82ma009nvn,03,Yoga,laptop
Lenovo Yoga Slim 7 Carbon 13ITL5 i7 1165G7 (82EV00AWVN),24.390.000₫,34.990.000₫,-30%,10,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i7-82ev00awvn,03,Yoga,laptop
Lenovo Yoga 7 14IAL7 i5 1240P (82QE000RVN),21.590.000₫,30.990.000₫,-30%,11,https://www.thegioididong.com/laptop/lenovo-yoga-7-14ial7-i5-82qe000rvn,03,Yoga,laptop
Lenovo Yoga Slim 7 Carbon 13ITL5 i5 1135G7 (82EV00AVVN),20.190.000₫,28.990.000₫,,,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-carbon-13itl5-i5-82nh00avvn,03,Yoga,laptop
Lenovo ThinkPad X1 Carbon Gen 10 i7 1260P (21CB00A8VN),48.490.000₫,49.490.000₫,,,https://www.thegioididong.com/laptop/lenovo-thinkpad-x1-carbon-gen-10-i7-21cb00a8vn,03,ThinkPad,laptop
Lenovo Thinkpad P16s Gen 1 i7 1260P (21BT0064VN),44.490.000₫,,,,https://www.thegioididong.com/laptop/lenovo-thinkpad-p16s-gen-1-i7-21bt0064vn,03,ThinkPad,laptop
Lenovo V14 G3 IAP i5 1235U (82TS005RVN),10.990.000₫,16.690.000₫,-34%,6,https://www.thegioididong.com/laptop/lenovo-v14-g3-iap-i5-82ts005rvn,03,V Series,laptop
Lenovo V15 G3 IAP i5 1235U (82TT0064VN),11.790.000₫,17.390.000₫,-32%,6,https://www.thegioididong.com/laptop/lenovo-v15-g3-iap-i5-82tt0064vn,03,V Series,laptop
Acer Nitro 5 Gaming AN515 57 5669 i5 11400H (NH.QEHSV.001),17.990.000₫,23.790.000₫,-24%,23,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-5669-i5-nhqehsv001,04,Nitro,laptop
Acer Nitro 5 Tiger AN515 58 52SP i5 12500H (NH.QFHSV.001),22.990.000₫,27.990.000₫,-17%,15,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001,04,Nitro,laptop
Acer Gaming Nitro 5 AN515 57 53F9 i5 11400H (NH.QENSV.008),19.990.000₫,24.990.000₫,-20%,9,https://www.thegioididong.com/laptop/acer-gaming-nitro-5-an515-57-53f9-i5-nhqensv008,04,Nitro,laptop
Acer Nitro 5 Gaming AN515 45 R6EV R5 5600H (NH.QBMSV.006),16.990.000₫,22.490.000₫,-24%,130,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-45-r6ev-r5-nhqbmsv006,04,Nitro,laptop
Acer Nitro 5 Tiger AN515 58 773Y i7 12700H (NH.QFKSV.001),27.490.000₫,31.990.000₫,,,https://www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-773y-i7-nhqfksv001,04,Nitro,laptop
Acer Gaming Nitro 5 AN515 58 769J i7 12700H (NH.QFHSV.003),25.490.000₫,31.790.000₫,-19%,,https://www.thegioididong.com/laptop/acer-nitro-5-an515-58-769j-i7-nhqfhsv003,04,Nitro,laptop
Acer Gaming Nitro 17 Phoenix AN17 51 50B9 i5 13500H (NH.QK5SV.001),,,,,https://www.thegioididong.com/laptop/acer-nitro-17-phoenix-an17-51-50b9-i5-nhqk5sv001,04,Nitro,laptop
Acer Aspire 3 A315 58 54XF i5 1135G7 (NX.AM0SV.007),12.990.000₫,14.990.000₫,-13%,33,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-54xf-i5-nxam0sv007,04,Aspire,laptop
Acer Aspire 3 A315 58 589K i5 1135G7 (NX.AM0SV.008),9.990.000₫,13.990.000₫,-28%,15,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-589k-i5-nxam0sv008,04,Aspire,laptop
Acer Aspire 7 Gaming A715 76G 5132 i5 12450H (NH.QMESV.002),15.990.000₫,18.990.000₫,-15%,18,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5132-i5-nhqmesv002,04,Aspire,laptop
Acer Aspire 3 A314 35 C3KS N5100 (NX.A7SSV.009),5.490.000₫,6.990.000₫,-21%,8,https://www.thegioididong.com/laptop/acer-aspire-3-a314-35-c3ks-n5100-nxa7ssv009,04,Aspire,laptop
Acer Aspire 3 A315 510P 32EF i3 N305 (NX.KDHSV.001),8.990.000₫,9.990.000₫,-10%,9,https://www.thegioididong.com/laptop/acer-aspire-3-a315-510p-32ef-i3-nxkdhsv001,04,Aspire,laptop
Acer Aspire 3 A315 59 314F i3 1215U (NX.K6TSV.002),9.490.000₫,13.490.000₫,-29%,45,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-314f-i3-nxk6tsv002,04,Aspire,laptop
Acer Aspire 5 A514 54 5127 i5 1135G7 (NX.A28SV.007),14.190.000₫,15.490.000₫,-8%,23,https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007,04,Aspire,laptop
Acer Aspire 3 A315 57 379K i3 1005G1 (NX.KAGSV.001),7.390.000₫,8.490.000₫,-12%,40,https://www.thegioididong.com/laptop/acer-aspire-3-a315-57-379k-i3-nxkagsv001,04,Aspire,laptop
Acer Aspire 7 Gaming A715 42G R05G R5 5500U (NH.QAYSV.007),14.990.000₫,20.490.000₫,-26%,59,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-42g-r05g-r5-nhqaysv007,04,Aspire,laptop
Acer Aspire 3 A315 59 38PG i3 1215U (NX.K6TSV.00A),10.690.000₫,13.990.000₫,-23%,8,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-38pg-i3-nxk6tsv00a,04,Aspire,laptop
Acer Aspire 3 A314 35 P3G9 N6000 (NX.A7SSV.007),6.490.000₫,7.990.000₫,-18%,19,https://www.thegioididong.com/laptop/acer-aspire-3-a314-35-p3g9-n6000-nxa7ssv007,04,Aspire,laptop
Acer Aspire 3 A315 58 787C i7 1165G7 (NX.ADDSV.00J),16.490.000₫,19.990.000₫,-17%,17,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-787c-i7-nxaddsv00j,04,Aspire,laptop
Acer Aspire 5 A515 58P 34RJ i3 1315U (NX.KHJSV.003),11.990.000₫,13.090.000₫,-8%,5,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58p-34rj-i3-nxkhjsv003,04,Aspire,laptop
Acer Aspire A315 58 35AG i3 1115G4 (NX.ADDSV.00B),8.990.000₫,11.290.000₫,-20%,7,https://www.thegioididong.com/laptop/acer-aspire-a315-58-35ag-i3-nxaddsv00b,04,Aspire,laptop
Acer Aspire 3 A315 58 382Z i3 1115G4 (NX.ADDSV.00K),9.990.000₫,12.990.000₫,-23%,17,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-382z-i3-nxaddsv00k,04,Aspire,laptop
Acer Aspire 3 A314 36M 391A i3 N305 (NX.KDMSV.002),9.990.000₫,11.790.000₫,-15%,,https://www.thegioididong.com/laptop/acer-aspire-3-a314-36m-391a-i3-nxkdmsv002,04,Aspire,laptop
Acer Aspire 3 A315 59 5283 i5 1235U (NX.K6TSV.00B),12.990.000₫,15.990.000₫,-18%,4,https://www.thegioididong.com/laptop/acer-aspire-3-a315-59-5283-i5-nxk6tsv00b,04,Aspire,laptop
Acer Aspire 5 A514 54 511G i5 1135G7 (NX.A28SV.009),14.190.000₫,14.990.000₫,-5%,59,https://www.thegioididong.com/laptop/acer-aspire-a514-54-511g-i5-nxa28sv009,04,Aspire,laptop
Acer Aspire 7 Gaming A715 76G 5806 i5 12450H (NH.QMFSV.002),20.990.000₫,22.990.000₫,-8%,,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002,04,Aspire,laptop
Acer Aspire 7 Gaming A715 76G 59MW i5 12450H (NH.QMYSV.001),18.990.000₫,21.490.000₫,,,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-59mw-i5-nhqmysv001,04,Aspire,laptop
Acer Aspire 7 Gaming A715 43G R8GA R5 5625U (NH.QHDSV.002),16.490.000₫,21.990.000₫,-25%,15,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-43g-r8ga-r5-nhqhdsv002,04,Aspire,laptop
Acer Aspire 3 A315 58 358E i3 1115G4 (NX.ADDSV.00F),10.290.000₫,13.990.000₫,-26%,17,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-358e-i3-nxaddsv00f,04,Aspire,laptop
Acer Swift 3 SF314 512 56QN i5 1240P (NX.K0FSV.002),18.490.000₫,23.990.000₫,-22%,12,https://www.thegioididong.com/laptop/acer-swift-3-sf314-512-56qn-i5-nxk0fsv002,04,Swift,laptop
Acer Swift 3 SF314 511 55QE i5 1135G7 (NX.ABNSV.003),17.690.000₫,22.990.000₫,-23%,13,https://www.thegioididong.com/laptop/acer-swift-3-sf314-511-55qe-i5-nxabnsv003,04,Swift,laptop
Acer Predator Helios PH16 71 94N1 i9 13900HX (NH.QJSSV.002),,,,,https://www.thegioididong.com/laptop/acer-predator-helios-ph16-71-94n1-i9-nhqjssv002,04,Predator,laptop
Acer Predator Helios PH18 71 94SJ i9 13900HX (NH.QKRSV.002),,,,,https://www.thegioididong.com/laptop/acer-predator-helios-ph18-71-94sj-i9-nhqkrsv002,04,Predator,laptop
Acer Gaming Predator Helios Neo 16 PHN16 71 54CD i5 13500HX (NH.QLTSV.001),,,,,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-54cd-i5-nhqltsv001,04,Predator,laptop
Acer Gaming Predator Helios Neo 16 PHN16 71 7460 i7 13700HX (NH.QLTSV.004),,,,,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-7460-i7-nhqltsv004,04,Predator,laptop
Acer Gaming Predator Helios Neo 16 PHN16 71 74BA i7 13700HX (NH.QLUSV.004),,,,,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-74ba-i7-nhqlusv004,04,Predator,laptop
Dell Inspiron 15 3520 i5 1235U (N5I5122W1),15.490.000₫,18.590.000₫,-16%,30,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5122w1,05,Inspiron,laptop
Dell Inspiron 16 5620 i5 1235U (P1WKN),16.990.000₫,19.790.000₫,-14%,8,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i5-p1wkn,05,Inspiron,laptop
Dell Inspiron 15 3520 i5 1235U (i5U085W11BLU),16.490.000₫,18.990.000₫,-13%,10,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5u085w11blu,05,Inspiron,laptop
Dell Inspiron 16 5620 i7 1255U (N6I7110W1),22.490.000₫,25.190.000₫,-10%,22,https://www.thegioididong.com/laptop/dell-inspiron-16-5620-i7-n6i7110w1,05,Inspiron,laptop
Dell Inspiron 15 3520 i3 1215U (71003264),12.790.000₫,14.490.000₫,,,https://www.thegioididong.com/laptop/dell-inspiron-3520-i3-71003264,05,Inspiron,laptop
Dell Inspiron 15 3520 i3 1215U (i3U082W11BLU),11.790.000₫,13.690.000₫,-13%,17,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i3-i3u082w11blu,05,Inspiron,laptop
Dell Inspiron 14 7430 2-in-1 i7 1355U (i7U165W11SLU),27.990.000₫,29.490.000₫,-5%,,https://www.thegioididong.com/laptop/dell-inspiron-14-7430-2-in-1-i7-i7u165w11slu,05,Inspiron,laptop
Dell Inspiron 14 5430 i7 1355U (20DY3),26.490.000₫,,,,https://www.thegioididong.com/laptop/dell-inspiron-14-5430-i7-20dy3,05,Inspiron,laptop
Dell Inspiron 5430 i5 1340P (i5P165W11SLD2),25.490.000₫,27.490.000₫,-7%,,https://www.thegioididong.com/laptop/dell-inspiron-5430-i5-i5p165w11sld2,05,Inspiron,laptop
Dell Inspiron 15 3520 i7 1255U (71003262),19.690.000₫,20.990.000₫,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-71003262,05,Inspiron,laptop
Dell Inspiron 15 3520 i5 1235U (70296960),18.990.000₫,19.790.000₫,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-70296960,05,Inspiron,laptop
Dell Inspiron 15 3530 i5 1335U (N3530-i5U085W11BLU),15.990.000₫,19.990.000₫,-20%,,https://www.thegioididong.com/laptop/dell-inspiron-3530-i5-1335u-i5u085w11blu,05,Inspiron,laptop
Dell Vostro 15 3520 i5 1235U (5M2TT2),16.790.000₫,19.490.000₫,-13%,12,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-5m2tt2,05,Vostro,laptop
Dell Vostro 5620 i5 1240P (V6I5001W1),17.990.000₫,20.190.000₫,-10%,21,https://www.thegioididong.com/laptop/dell-vostro-5620-i5-v6i5001w1,05,Vostro,laptop
Dell Vostro 15 3520 i3 1215U (5M2TT1),12.790.000₫,14.790.000₫,-13%,,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i3-5m2tt1,05,Vostro,laptop
Dell Vostro 3520 i3 1215U (V5I3614W1),11.790.000₫,13.990.000₫,-15%,16,https://www.thegioididong.com/laptop/dell-vostro-3520-i3-v5i3614w1,05,Vostro,laptop
Dell Vostro 5630 i5 1340P (i5P085W11GRU),21.490.000₫,23.190.000₫,,,https://www.thegioididong.com/laptop/dell-vostro-5630-i5-i5p085w11gru,05,Vostro,laptop
Dell Vostro 3420 i5 1235U (71003348),16.490.000₫,17.590.000₫,-6%,,https://www.thegioididong.com/laptop/dell-vostro-3420-i5-71003348,05,Vostro,laptop
Dell XPS 17 9710 i7 11800H (XPS7I7001W1),39.990.000₫,71.490.000₫,-44%,,https://www.thegioididong.com/laptop/dell-xps-17-9710-i7-xps7i7001w1,05,XPS,laptop
Dell Gaming G15 5511 i5 11400H (70266676),19.990.000₫,27.490.000₫,-27%,28,https://www.thegioididong.com/laptop/dell-gaming-g15-5511-i5-70266676,05,Gaming G-series,laptop
Dell Gaming G15 5530 i7 13650HX (i7H165W11GR4050),38.990.000₫,41.190.000₫,-5%,,https://www.thegioididong.com/laptop/dell-gaming-g15-5530-i7-i7h165w11gr4050,05,Gaming G-series,laptop
Dell Gaming G15 5530 i7 13650HX (i7H165W11GR4060),40.990.000₫,42.990.000₫,,,https://www.thegioididong.com/laptop/dell-gaming-g15-5530-i7-i7h165w11gr4060,05,Gaming G-series,laptop
MSI Modern 14 C11M i3 1115G4 (011VN),9.900.000₫,11.990.000₫,-17%,19,https://www.thegioididong.com/laptop/msi-modern-14-c11m-i3-011vn,06,Modern,laptop
MSI Modern 15 B7M R5 7530U (231VN),13.590.000₫,14.990.000₫,-9%,4,https://www.thegioididong.com/laptop/msi-modern-15-b7m-r5-231vn,06,Modern,laptop
MSI Modern 14 C7M R5 7530U (083VN),11.990.000₫,13.990.000₫,-14%,5,https://www.thegioididong.com/laptop/msi-modern-14-c7m-r5-083vn,06,Modern,laptop
MSI Modern 15 B12MO i7 1255U (487VN),16.990.000₫,19.490.000₫,-12%,,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i7-487vn,06,Modern,laptop
MSI Modern 15 B12MO i5 1235U (625VN),11.990.000₫,13.990.000₫,,,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-625vn,06,Modern,laptop
MSI Modern 14 C13M i7 1355U (607VN),19.490.000₫,21.490.000₫,-9%,3,https://www.thegioididong.com/laptop/msi-modern-14-c13m-i7-607vn,06,Modern,laptop
MSI Modern 15 B13M i5 1335U (438VN),16.490.000₫,18.490.000₫,-10%,,https://www.thegioididong.com/laptop/msi-modern-15-b13m-i5-438vn,06,Modern,laptop
MSI Modern 15 B7M R7 7730U (238VN),15.490.000₫,16.990.000₫,-8%,,https://www.thegioididong.com/laptop/msi-modern-15-b7m-r7-238vn,06,Modern,laptop
MSI Modern 15 B12MO i5 1235U (628VN),14.490.000₫,,,,https://www.thegioididong.com/laptop/msi-modern-15-b12mo-i5-628vn,06,Modern,laptop
MSI Gaming GF63 Thin 11SC i5 11400H (664VN),14.990.000₫,16.490.000₫,-9%,39,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11sc-i5-664vn,06,Cyborg/Thin GF,laptop
MSI Gaming GF63 Thin 11UC i7 11800H (1228VN),18.890.000₫,20.490.000₫,-7%,21,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11uc-i7-1228vn,06,Cyborg/Thin GF,laptop
MSI Gaming GF63 Thin 11UC i5 11400H (1230VN),16.490.000₫,18.490.000₫,-10%,16,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-11uc-i5-1230vn,06,Cyborg/Thin GF,laptop
MSI Gaming GF63 Thin 12VE i5 12450H (460VN),20.990.000₫,22.490.000₫,-6%,9,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn,06,Cyborg/Thin GF,laptop
MSI Gaming GF66 12UCK i7 12650H (804VN),21.790.000₫,27.490.000₫,,,https://www.thegioididong.com/laptop/msi-gaming-gf66-12uck-i7-804vn,06,Cyborg/Thin GF,laptop
MSI Gaming Cyborg 15 A12UCX i5 12450H (281VN),17.490.000₫,18.990.000₫,-7%,8,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a12ucx-i5-281vn,06,Cyborg/Thin GF,laptop
MSI Gaming Cyborg 15 A12VF i7 12650H (267VN),28.590.000₫,30.490.000₫,-6%,,https://www.thegioididong.com/laptop/msi-gaming-cyborg-15-a12vf-i7-267vn,06,Cyborg/Thin GF,laptop
MSI Gaming GF63 12UC i5 12450H (803VN),17.990.000₫,18.990.000₫,-5%,,https://www.thegioididong.com/laptop/msi-gf63-12uc-i5-803vn,06,Cyborg/Thin GF,laptop
MSI Gaming Katana 15 B13VEK i7 13620H (252VN),29.990.000₫,32.990.000₫,-9%,,https://www.thegioididong.com/laptop/msi-gaming-katana-15-b13vek-i7-252vn,06,Katana GF Series,laptop
MSI Gaming Katana 15 B13VGK i7 13620H (1211VN),40.190.000₫,44.990.000₫,-10%,,https://www.thegioididong.com/laptop/msi-gaming-katana-15-b13vgk-i7-1211vn,06,Katana GF Series,laptop
MSI Gaming Katana 15 B13VFK i7 13620H (676VN),33.490.000₫,36.990.000₫,-9%,,https://www.thegioididong.com/laptop/msi-katana-15-b13vfk-i7-676vn,06,Katana GF Series,laptop
MSI Gaming GS66 Stealth 11UG i7 11800H (219VN),50.040.000₫,64.990.000₫,-23%,,https://www.thegioididong.com/laptop/msi-gaming-gs66-stealth-11ug-i7-219vn,06,GS Stealth,laptop
MSI Summit E14 Flip Evo A12MT i7 1280P (210VN),28.090.000₫,30.990.000₫,-9%,,https://www.thegioididong.com/laptop/msi-summit-e14-flip-evo-a12mt-i7-210vn,06,Summit,laptop
MSI Summit E14 Evo A12M i7 1280P (211VN),23.290.000₫,25.990.000₫,-10%,,https://www.thegioididong.com/laptop/msi-summit-e14-evo-a12m-i7-211vn,06,Summit,laptop
MSI Prestige 13 Evo A13M i7 1360P (081VN),31.490.000₫,33.990.000₫,-7%,,https://www.thegioididong.com/laptop/msi-prestige-13-evo-a13m-i7-081vn,06,Prestige,laptop
MSI Prestige 14 Evo B13M i5 13500H (401VN),24.690.000₫,26.990.000₫,-8%,,https://www.thegioididong.com/laptop/msi-prestige-14-evo-b13m-i5-401vn,06,Prestige,laptop
MacBook Air 13 inch M1 2020 7-core GPU,18.990.000₫,,,171,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,07,MacBook Air,laptop
MacBook Air 13 inch M2 2022 8-core GPU,26.490.000₫,27.090.000₫,,57,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022,07,MacBook Air,laptop
MacBook Air 15 inch M2 2023 10-core GPU,32.290.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2023,07,MacBook Air,laptop
MacBook Air 13 inch M2 2022 10-core GPU,39.190.000₫,,,11,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb,07,MacBook Air,laptop
MacBook Air 15 inch M2 2023 10-core GPU,37.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-air-15-inch-m2-2023,07,MacBook Air,laptop
MacBook Air 15 inch M2 2023 10-core GPU,37.990.000₫,,,,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2023-16gb,07,MacBook Air,laptop
MacBook Pro 13 inch M2 2022 10-core GPU,30.490.000₫,,,34,https://www.thegioididong.com/laptop/apple-macbook-pro-13-inch-m2-2022,07,MacBook Pro 13 inch,laptop
MacBook Pro 13 inch M2 2022 10-core GPU,40.190.000₫,,,19,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022-16gb,07,MacBook Pro 13 inch,laptop
MacBook Pro 13 inch M2 2022 10-core GPU,35.390.000₫,,,6,https://www.thegioididong.com/laptop/apple-macbook-pro-m2-2022,07,MacBook Pro 13 inch,laptop
MacBook Pro 14 inch M2 Pro 2023 16-core GPU,47.890.000₫,,,8,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m2-pro,07,MacBook Pro 14 inch,laptop
MacBook Pro 16 inch M2 Pro 2023 19-core GPU,59.690.000₫,,,,https://www.thegioididong.com/laptop/macbook-pro-16-inch-m2-pro,07,MacBook Pro 16 inch,laptop
itel SPIRIT 1 i3 8109U (71006300035),4.990.000₫,5.590.000₫,-10%,68,https://www.thegioididong.com/laptop/itel-spirit-1-i3-71006300035,08,,laptop
Itel Spirit 2 i5 1155G7 (71006300203),8.490.000₫,9.490.000₫,-10%,,https://www.thegioididong.com/laptop/itel-spirit-2-i5-71006300203,08,,laptop
itel ABLE 1S N4020 (71006300027),5.490.000₫,8.990.000₫,-38%,44,https://www.thegioididong.com/laptop/itel-able-1s-n4020-71006300027,08,,laptop
Gigabyte Gaming G5 i5 12500H (GE-51VN263SH),18.990.000₫,19.990.000₫,-5%,5,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-ge-51vn263sh,09,,laptop
Gigabyte Gaming G5 i5 12500H (MF-E2VN333SH),22.790.000₫,23.290.000₫,,,https://www.thegioididong.com/laptop/gigabyte-g5-i5-mf-e2vn333sh,09,,laptop
Gigabyte Gaming G5 i5 12450H (MF-F2VN313SH),22.790.000₫,23.290.000₫,,,https://www.thegioididong.com/laptop/gigabyte-g5-i5-mf-f2vn313sh,09,,laptop
Gigabyte Gaming G5 i5 12500H (GE-51VN213SH),19.990.000₫,20.990.000₫,,7,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-ge-51vn213sh,09,,laptop
Surface Pro 9 i7 1255U,44.990.000₫,,,,https://www.thegioididong.com/laptop/surface-pro-9-i7,10,,laptop
Surface Pro 9 i5 1235U,29.990.000₫,,,,https://www.thegioididong.com/laptop/surface-pro-9-i5,10,,laptop
Surface Pro 9 i5 1235U,26.590.000₫,,,,https://www.thegioididong.com/laptop/surface-pro-9-i5-8gb-128gb,10,,laptop
Masstel E116 N4020,2.990.000₫,3.990.000₫,-25%,30,https://www.thegioididong.com/laptop/masstel-e116-n4020,11,,laptop
Masstel E140 N4120,3.990.000₫,5.490.000₫,-27%,6,https://www.thegioididong.com/laptop/masstel-e140-n4120,11,,laptop
LG gram 2023 i7 1360P (17Z90R-G.AH78A5),45.190.000₫,50.990.000₫,-11%,,https://www.thegioididong.com/laptop/lg-gram-2023-i7-17z90rgah78a5,12,Gram,laptop
LG gram 2023 i7 1360P (14Z90R-G.AH75A5),34.690.000₫,38.990.000₫,-11%,,https://www.thegioididong.com/laptop/lg-gram-2023-i7-14z90rgah75a5,12,Gram,laptop
LG gram Style 2023 i5 1340P (14Z90RS-G.AH54A5),34.690.000₫,38.990.000₫,-11%,,https://www.thegioididong.com/laptop/lg-gram-style-2023-i5-14z90rsgah54a5,12,Gram,laptop
LG gram 2023 i5 1340P (14Z90R-G.AH53A5),32.490.000₫,,,,https://www.thegioididong.com/laptop/lg-gram-2023-i5-14z90rgah53a5,12,Gram,laptop
SingPC M16 i7 1065G7 (M16i7108M5-W),13.990.000₫,15.990.000₫,-12%,,https://www.thegioididong.com/laptop/singpc-m16-i7-m16i7108m5-w,13,,laptop
